,num_protons,num_electrons,num_photons,reco_KE_protons,true_KE_protons,true_Einit_protons,reco_E_electrons,true_E_electrons,true_Einit_electrons,electron_is_contained,true_nu_energy,true_nu_interaction_type,true_topology,true_reco_E,true_Einit_sum,reco_reco_E
29,4,1,0,331.1028292182693,345.28493108471065,356.78347044490204,1264.7802104819327,1335.823128566351,1379.85621313577,True,1.8822077512741089,ResCCNuNeutronPi0,1e4p,1681.1080596510617,1736.6396835806722,1595.883039700202
30,0,1,0,0.0,0.0,0.0,253.43604950143543,259.11576603129345,843.8399625424014,False,0.9107825756072998,CCQE,1e,259.11576603129345,843.8399625424014,253.43604950143543
31,0,1,0,0.0,0.0,0.0,633.0235956838096,631.4842686613609,687.3445162764465,True,1.4517501592636108,ResCCNuNeutronPiPlus,1e1pi,631.4842686613609,687.3445162764465,633.0235956838096
32,1,1,0,195.43362865356733,193.2945435908827,412.05166743974735,2365.8369854037255,2312.8437695485304,2287.652623126985,False,3.842331886291504,CCDIS,1e2pi1p,2506.138313139413,2699.704290566732,2561.2706140572927
33,1,1,0,82.08174439952305,82.08174439952305,81.12293212476914,1006.4568061499548,985.9596805255052,910.842279639778,False,1.4166066646575928,ResCCNuNeutronPi0,1e1p,1068.0414249250282,991.9652117645471,1088.5385505494778
34,1,1,0,-1.0,-1.0,34.435716731067146,765.5312117764016,763.6165682185969,697.6494084631236,False,0.7606058120727539,CCQE,1e1p,762.6165682185969,732.0851251941907,764.5312117764016
35,2,1,0,535.6500860152387,539.0112867870012,624.4817899195509,165.42845428464705,159.34250128465803,204.36094258169763,True,0.862366259098053,NuanceOffset,1e2p,698.3537880716592,828.8427325012485,701.0785402998857
36,3,1,0,397.15342870329016,427.4443666081733,663.7210685930571,1076.8410897503647,1064.692201521292,1070.3349014918026,True,2.80312728881836,CCDIS,1e1pi3p,1492.1365681294653,1734.0559700848598,1473.994518453655
37,3,1,0,346.9569702086312,336.10225656917305,382.9472314324611,437.15951080231156,445.4593565061004,476.8673539994725,True,0.8946816325187683,NuanceOffset,1e3p,781.5616130752735,859.8145854319337,784.1164810109428
38,0,1,0,0.0,0.0,0.0,524.672894541116,507.3930370654079,824.2918391351318,False,1.1723576784133911,CCDIS,1e1pi,507.3930370654079,824.2918391351318,524.672894541116
39,2,1,2,294.89202937916684,299.6234472556506,304.67600592634153,1554.4116255813733,1505.8972692112663,1558.7324363906027,False,2.3757758140563965,ResCCNuNeutronPiPlus,2g1e1pi2p,1805.5207164669168,1863.4084423169443,1849.3036549605401
40,3,1,0,545.5193621042527,493.6809892046717,503.68876519969103,109.14338001601762,111.99658677564867,146.68908839409428,False,0.9307867288589478,ResCCNuProtonPiPlus,1e3p,605.6775759803204,650.3778535937853,654.6627421202703
41,1,1,0,381.55073272586014,381.5507357298868,386.482884972692,639.0452620433259,631.412859198868,582.9907575101374,True,1.044521689414978,CCQE,1e1p,1012.9635949287548,969.4736424828294,1020.5959947691861
42,1,1,0,133.42605825699525,133.42605825699525,135.83508116318887,1268.3559033845472,1264.8582171638031,1286.5429286014717,True,1.4507359266281128,CCQE,1e1p,1398.2842754207984,1422.3780097646604,1401.7819616415425
43,2,1,0,119.36123443331212,119.77760867527877,127.37359776833807,582.5893397294708,558.7553260444895,508.6595227291663,False,0.941429853439331,CCQE,1e2p,678.5329347197683,636.0331204975043,701.9505741627829
44,1,1,0,-1.0,56.11865168931059,28.25494026702995,629.9834375014339,630.3159083592942,545.331534511626,False,0.989656388759613,CCDIS,1e1pi1p,686.4345600486048,573.586474778656,628.9834375014339
45,2,1,0,139.6645630203525,150.18642514964912,153.7443314528964,70.89711078388949,72.67366130943566,88.9864869885932,True,0.5046635270118713,ResCCNuNeutronPi0,1e2p,222.86008645908478,242.7308184414896,210.561673804242
46,1,1,0,339.8291005087983,224.4158110419242,498.27524149734666,683.7754243797223,666.3505730715411,646.1837985061949,True,1.3147488832473757,NuanceOffset,1e1p,890.7663841134654,1144.4590400035415,1023.6045248885206
47,3,1,2,239.95719676478376,242.38682006835757,287.7969699005805,486.30085675248944,475.82606731314877,406.3323621221572,True,1.421755313873291,CCDIS,2g1e1pi3p,718.2128873815063,694.1293320227377,726.2580535172732
48,1,1,0,162.87264544145634,162.87264544145634,167.23560116660758,682.915030977828,682.915030977828,1325.8927156055154,False,1.5214983224868774,CCQE,1e1p,845.7876764192844,1493.128316772123,845.7876764192844
49,0,1,0,0.0,0.0,0.0,639.9564032865857,638.2894091946447,1279.0132546138975,False,2.067721366882324,ResCCNuNeutronPiPlus,1e1pi,638.2894091946447,1279.0132546138975,639.9564032865857
50,3,1,0,414.1958936823589,391.0997319883114,527.198018790048,749.6604768615815,743.2981474926701,624.7178630205302,True,2.383735179901123,CCDIS,1e3pi3p,1134.3978794809814,1151.9158818105782,1163.8563705439406
51,0,1,0,0.0,0.0,0.0,35.09206419512103,35.610544015815115,933.765607830903,False,1.0613702535629272,CCQE,1e,35.610544015815115,933.765607830903,35.09206419512103
52,2,1,0,308.60989706582023,309.4663034969015,323.97604578080154,349.35160834129647,346.1635202013402,384.6093123088387,True,0.9461563229560852,ResCCNuProtonPiPlus,1e2p,655.6298236982417,708.5853580896403,657.9615054071166
53,2,1,0,35.38252470881225,93.8388004248253,65.19273633202147,479.8893744743697,484.37011887928014,512.8779284430723,True,0.6024532914161682,NuanceOffset,1e2p,578.2089193041054,578.0706647750937,515.271899183182
54,0,1,0,0.0,0.0,0.0,1057.076400470652,1054.5842464781076,1158.337295707058,True,2.4492993354797363,NuanceOffset,1e,1054.5842464781076,1158.337295707058,1057.076400470652
55,0,1,0,0.0,0.0,0.0,1726.1205716874208,1722.8447260303603,1971.1985705209836,False,2.450029134750366,ResCCNuProtonPiPlus,1e1pi,1722.8447260303603,1971.1985705209836,1726.1205716874208
56,1,1,2,323.19055282460505,323.18990332958737,331.2487934742031,326.3485180617594,325.3996059251404,340.18253425180336,True,1.7263566255569458,NuanceOffset,2g1e1pi1p,648.5895092547278,671.4313277260064,649.5390708863645
57,1,1,0,289.4075505955026,289.06352420821304,491.32820945449896,1645.025376191488,1642.7317187555989,1679.6397920676482,True,2.450029134750366,NuanceOffset,1e1p,1931.795242963812,2170.968001522147,1934.4329267869907
58,5,1,0,217.06299977884623,263.3965023213454,265.6651077511601,1608.6996363605515,1570.7585202420346,1565.9643154991627,False,2.11784029006958,NuanceOffset,1e5p,1834.15502256338,1831.6294232503228,1825.7626361393977
59,2,1,2,337.78807146003675,341.48557069119363,342.8757935083527,1060.6235295882695,1076.681451540812,1196.4061989152394,True,2.6314423084259038,NuanceOffset,2g1e1pi2p,1418.1670222320058,1539.281992423592,1398.4116010483062
60,0,1,0,0.0,0.0,0.0,288.71417264429687,311.2606048484605,325.5859408485565,True,0.4334385693073272,CCQE,1e,311.2606048484605,325.5859408485565,288.71417264429687
61,1,1,2,119.37480515651234,119.37480515651234,124.52635190272565,1480.5717764685526,1462.2813844774244,1676.6146430512856,True,2.658843517303467,ResCCNuNeutronPi0,2g1e1p,1581.6561896339367,1801.1409949540111,1599.946581625065
62,3,1,0,99.66241963179462,22.72552459660004,61.96778063138265,666.0254244022207,669.5830655726924,679.3013240501576,True,0.9109588265419006,CCQE,1e3p,692.3085901692924,741.2691046815403,765.6878440340153
63,0,1,0,0.0,0.0,0.0,1479.7895347423612,1466.8959581897075,1266.6711017393288,True,1.3139084577560425,CCQE,1e,1466.8959581897075,1266.6711017393288,1479.7895347423612
64,1,1,4,170.19315669669786,168.25294964639522,172.23922671281287,244.5537635726029,244.5537635726029,246.70166031592345,True,2.3663036823272705,CCDIS,4g1e1pi1p,412.8067132189981,418.9408870287363,414.74692026930074
65,3,1,0,142.4106492210417,111.24576255142338,176.76200594981424,1722.3607366175656,1716.3666915831354,2318.1275011283087,False,2.658843517303467,CCQE,1e3p,1827.612454134559,2494.8895070781227,1864.7713858386073
66,3,1,0,60.07474564255392,189.85021499232718,419.10463859165816,694.4248588902765,696.0736562562423,672.5967034303641,True,1.2797636985778809,NuanceOffset,1e3p,885.9238712485695,1091.7013420220223,754.4996045328304
67,1,1,2,172.67366684631602,172.67366684631602,327.2790356584227,489.99812698363246,519.3394776558904,447.6696184067813,True,2.022099256515503,CCDIS,2g1e1p,692.0131445022064,774.948654065204,662.6717938299485
68,1,1,2,117.66483704118076,126.01983633335304,126.17446474973679,1628.5146385001324,1627.3378685557823,1937.4242800740392,True,3.3308563232421875,CCDIS,2g1e1p,1753.3577048891352,2063.598744823776,1746.1794755413132
69,1,1,0,234.46274926207133,236.0587963184253,507.7198289790214,181.78649534617958,187.81089846428384,449.87510839321607,False,0.9858566522598268,CCQE,1e1p,423.86969478270913,957.5949373722374,416.24924460825093
70,1,1,0,318.1922742643761,317.1724025137939,325.37104509292874,503.32139275881974,497.79364788962243,497.5599786897593,False,1.406798243522644,ResCCNuProtonPiPlus,1e1pi1p,814.9660504034164,822.931023782688,821.5136670231959
71,1,1,0,181.6023746489781,182.60539072127548,184.30762824995588,1921.020121346851,1911.7126772527497,1675.2817645283446,False,2.074657678604126,ResCCNuProtonPiPlus,1e1pi1p,2094.3180679740253,1859.5893927783004,2102.622495995829
72,1,1,0,85.30505012886948,85.08166009909961,605.6401718509011,866.7572784759575,862.225278751268,937.7752582254592,True,1.7999327182769775,ResCCNuProtonPiPlus,1e1pi1p,947.3069388503676,1543.4154300763603,952.0623286048269
73,3,1,0,494.31121433234756,493.96407528944496,523.7655620642723,434.6126941349248,411.7065322323959,700.2676441861308,False,2.305996894836426,CCDIS,1e1pi3p,905.6706075218408,1224.033206250403,928.9239084672724
74,4,1,0,351.7492866006128,317.17590582024366,587.8987957182549,721.6202645934774,720.475973267601,581.8814422112689,True,1.560983657836914,ResCCNuProtonPiPlus,1e4p,1037.6518790878447,1169.7802379295238,1073.36955119409
75,5,1,0,400.7393777598091,410.096772553759,468.7606332561818,332.31555799489155,329.32009416137555,287.19318919055047,True,1.1947253942489624,ResCCNuProtonPiPlus,1e1pi5p,739.4168667151346,755.9538224467323,733.0549357547006
76,1,1,0,77.46982628554522,76.46449767623116,312.88815354462133,257.819031814801,256.69893633471867,234.9392875087217,True,1.0913151502609253,CCQE,1e1p,333.1634340109498,547.827441053343,335.28885810034626
77,1,1,0,338.5410044402906,337.4323780812032,414.7677787068627,488.5770424315655,482.6036227698045,801.6097266736355,False,1.2450666427612305,CCQE,1e1p,820.0360008510077,1216.3775053804982,827.118046871856
78,1,1,0,322.0326026757779,322.0325731708167,454.7055761575251,362.75820932169756,355.93860565362473,644.4982549623144,False,1.5464321374893188,NuanceOffset,1e1p,677.9711788244415,1099.2038311198394,684.7908119974754
79,0,1,0,0.0,0.0,0.0,382.23334591796186,378.4979785573366,513.1319428070648,False,0.7450229525566101,CCQE,1e,378.4979785573366,513.1319428070648,382.23334591796186
80,3,1,0,228.41056949164397,213.31951771437087,279.75478046021703,265.602300741947,244.20760892180286,550.7840266644123,False,1.5230369567871094,CCDIS,1e2pi3p,457.52712663617376,830.5388071246293,494.01287023359095
81,1,1,0,29.30498466025385,29.30498466025385,32.72754308004153,2310.729324489578,2294.6977914145455,2001.0519737469597,False,2.0885305404663086,CCQE,1e1p,2324.0027760747994,2033.7795168270013,2340.034309149832
82,1,1,0,269.67989435262314,269.67989435262314,348.84542010491884,505.2247992946079,503.4605143410775,398.1692206117119,True,0.7755799889564514,CCQE,1e1p,773.1404086937007,747.0146407166308,774.904693647231
83,1,1,0,274.5154267031293,258.95824871914243,412.24362756753965,701.0391875400259,703.3057311292424,684.5015299070753,True,2.943269968032837,CCDIS,1e1pi1p,962.2639798483849,1096.745157474615,975.5546142431551
84,0,1,0,0.0,0.0,0.0,255.9245061512518,248.45085342912267,172.4566284641528,True,0.3768682181835174,CCQE,1e,248.45085342912267,172.4566284641528,255.9245061512518
85,1,1,0,52.44986026247105,65.09674775293193,58.34347976508434,361.00487140251886,336.3909358926658,274.0171908509981,True,0.4024607241153717,NuanceOffset,1e1p,401.48768364559777,332.3606706160824,413.45473166498994
86,10,1,0,228.77475335058637,239.58092249671483,524.8519341465985,358.78780695863367,382.6778607598657,407.5145880008483,False,1.4851361513137815,ResCCNuProtonPiPlus,1e10p,622.2587832565805,932.3665221474469,587.5625603092201
87,1,1,0,110.03762323242836,110.03762323242836,113.57202490194425,260.9137801751029,261.3699488962917,271.6662477368786,False,0.4135991930961609,CCQE,1e1p,371.40757212872006,385.2382726388228,370.95140340753125
88,1,1,0,344.63659238366006,344.6360881178077,351.49314706279426,87.92349638514865,89.37168572177359,1105.2470893948755,False,1.4851361513137815,CCQE,1e1p,434.00777383958126,1456.7402364576697,432.5600887688087
89,1,1,0,96.0506177775613,96.0506177775613,93.63283171849082,336.7571903134924,336.7571903134924,277.3900561949053,True,0.3997167348861694,CCQE,1e1p,432.8078080910537,371.0228879133961,432.8078080910537
90,1,1,0,63.102751441228776,63.102751441228776,68.47280886588999,614.394570596941,595.9952157407095,561.789865720298,True,0.7216328382492065,NuanceOffset,1e1p,659.0979671819382,630.262674586188,677.4973220381697
91,1,1,0,73.86503806523783,75.15977366115995,232.27466386258482,772.3630311748603,773.2947615423313,1644.427925070008,False,1.905189871788025,CCQE,1e1p,848.4545352034913,1876.7025889325928,846.2280692400982
92,7,1,0,371.9000637020577,292.32061163169624,348.52612018516004,1377.956306369325,1359.6635944768773,1223.1561222697987,False,1.905189871788025,ResCCNuProtonPiPlus,1e7p,1651.9842061085735,1571.6822424549587,1749.8563700713826
93,0,1,0,0.0,0.0,0.0,1604.8989130299392,1594.2408513863527,1422.133139883336,False,1.905189871788025,ResCCNuProtonPiPlus,1e1pi,1594.2408513863527,1422.133139883336,1604.8989130299392
94,1,1,0,364.334815810442,364.3362304449475,374.8249660036346,1949.398169244617,1953.1277006034854,1917.089988759037,True,2.5929880142211914,ResCCNuProtonPiPlus,1e1pi1p,2317.463931048433,2291.9149547626716,2313.732985055059
95,0,1,2,0.0,0.0,0.0,661.9965532762121,658.846852253403,716.1663049129605,False,1.905189871788025,CCDIS,2g1e1pi,658.846852253403,716.1663049129605,661.9965532762121
96,2,1,0,186.66989979102766,187.71931731498196,189.32835548776075,1888.4634961910479,1891.1384874063408,1678.1778991289368,False,1.905189871788025,NuanceOffset,1e2p,2078.8578047213227,1867.5062546166976,2075.1333959820754
97,2,1,0,84.68521288657081,32.28855854029437,51.11049428963793,355.71730881681293,344.8969990746893,293.2179180947368,True,0.4343391954898834,NuanceOffset,1e2p,377.1855576149837,344.3284123843747,440.40252170338374
98,1,1,0,114.20029184233412,107.76054297968976,460.8074821150493,1246.3993423393415,1244.4852787568666,1331.8357441356366,True,2.1655752658843994,ResCCNuProtonPiPlus,1e1pi1p,1352.2458217365563,1792.643226250686,1360.5996341816756
99,5,1,0,247.93099413563857,175.65611717861762,263.16696844560636,955.2719533733618,957.8126078028685,964.2348955285576,True,1.5955981016159058,ResCCNuProtonPiPlus,1e1pi5p,1133.468724981486,1227.401863974164,1203.2029475090003
100,3,1,0,74.9921160214339,132.8369154056232,165.94118943628177,960.5909071237982,948.6117341756348,907.1996896258372,False,1.2883645296096802,CCQE,1e3p,1081.448649581258,1073.140879062119,1035.5830231452321
101,1,1,0,76.10622646950888,66.43094237478881,76.58171782163072,323.40311334890464,322.50871889329545,266.40408238038145,True,0.8325626254081726,ResCCNuProtonPiPlus,1e1pi1p,388.93966126808425,342.9858002020122,399.50933981841354
102,1,1,0,199.93548271907457,199.01504184700377,210.6578461342416,880.7592603809505,876.3609449698009,932.684045354555,True,1.3938026428222656,ResCCNuProtonPiPlus,1e1pi1p,1075.3759868168047,1143.3418914887966,1080.694743100025
103,1,1,2,212.2829001232324,212.2829001232324,223.01701500945785,822.0530700355739,848.2182945590546,826.3574659582279,True,1.29099440574646,ResCCNuNeutronPi0,2g1e1p,1060.501194682287,1049.3744809676857,1034.3359701588063
104,1,1,0,-1.0,161.16496703087313,235.39453373319145,493.1858888874657,488.68702025349614,480.9459100990062,True,0.7450211644172668,CCQE,1e1p,649.8519872843692,716.3404438321977,492.1858888874657
105,9,1,0,442.0754348559773,263.64597114123455,379.33193542029926,1305.066456846867,1288.320829146905,1556.089678904752,False,2.422517776489258,CCQE,1e9p,1551.9668002881394,1935.4216143250512,1747.141891702844
106,3,1,0,110.13640587742293,232.66980055732122,139.77781810502984,431.44762376587363,435.0335749821356,417.1938299343503,True,0.7766922116279602,CCQE,1e3p,667.7033755394568,556.9716480393802,541.5840296432966
107,1,1,0,142.26178511381735,153.19367282716925,145.48250646278086,351.8120811814456,350.40002249545,284.6541526988676,False,0.6775454878807068,CCQE,1e1p,503.5936953226193,430.1366591616485,494.073866295263
108,4,1,4,283.0723149653242,470.804850267941,506.7948122769649,314.1368837516838,313.96930712980327,335.8750526145737,True,2.1549644470214844,CCDIS,4g1e3pi4p,784.7741573977443,842.6698648915385,597.209198717008
109,4,1,0,96.53741747656143,106.61982564247353,57.20918474976418,678.2821155457373,674.8191553478704,747.3484863876408,True,0.9188880920410156,CCQE,1e4p,781.4389809903439,804.557671137405,774.8195330222987
110,1,1,0,-1.0,126.30515391772752,547.042187356615,9.443468555441717,9.443468555441717,337.84800798222415,False,0.9134297370910645,CCQE,1e1p,135.74862247316923,884.8901953388392,8.443468555441717
111,0,1,0,0.0,0.0,0.0,957.7402558804645,957.1001081100966,979.7191934266172,True,1.4097192287445068,CCCOH,1e1pi,957.1001081100966,979.7191934266172,957.7402558804645
112,1,1,0,-1.0,37.82735536302825,303.12483913261565,32.951660709098626,40.646490195022025,1821.797841273744,False,2.4945428371429443,ResCCNuNeutronPiPlus,1e1p,78.47384555805027,2124.9226804063596,31.951660709098626
113,1,0,0,-1.0,113.41537683635292,1159.1572796481537,0.0,0.0,0.0,,2.4945428371429443,CCQE,1p,113.41537683635292,1159.1572796481537,-1.0
114,0,1,0,0.0,0.0,0.0,1176.613375788631,1174.7880484316295,1299.011097266717,False,2.1656322479248047,ResCCNuNeutronPiPlus,1e1pi,1174.7880484316295,1299.011097266717,1176.613375788631
115,1,1,0,111.63861673875824,105.70152454161348,296.1847644613541,748.6605993928483,747.5015911929761,676.0916088294329,True,1.196029543876648,ResCCNuProtonPiPlus,1e1pi1p,853.2031157345896,972.276373290787,860.2992161316066
116,1,1,0,788.8904906967294,788.8426950769211,809.0477557930127,60.32611340564577,63.83747888827222,279.9327270925268,False,1.856191873550415,ResCCNuProtonPiPlus,1e1pi1p,852.6801739651934,1088.9804828855395,849.2166041023752
117,1,1,0,185.3352664184012,190.70239888621032,192.96254075705303,0.5073581973608667,5.474909199920265,366.3199976867576,False,0.5878961682319641,CCQE,1e1p,196.17730808613058,559.2825384438106,185.84262461576208
118,2,1,2,138.7211324149029,141.08449321869932,723.4304164091534,1180.9644232103944,1177.3598040382017,1290.4984682089516,True,3.0699312686920166,NuanceOffset,2g1e2pi2p,1318.4442972569009,2013.928884618105,1319.6855556252974
119,4,1,0,551.6603081221817,686.0871523819211,902.7433556680161,178.24166800565274,234.95790862148394,228.3633052354792,True,2.295806169509888,CCDIS,1e3pi4p,921.0450610034051,1131.1066609034954,729.9019761278345
120,1,1,0,113.39352848060936,113.39352848060936,113.903904468404,406.854676113271,403.07678931127305,377.97784970038566,False,0.5878961682319641,CCQE,1e1p,516.4703177918824,491.88175416878966,520.2482045938804
121,1,1,0,82.26224866886781,84.33845361084907,86.42682882339193,3355.4094524754205,3345.599749745633,3596.7564361819277,True,5.0699896812438965,CCDIS,1e2pi1p,3429.938203356482,3683.1832650053198,3437.6717011442884
122,4,1,0,217.03804256370904,137.48479992067325,224.41394099399577,1398.9198046559238,1447.378483394361,1337.3533763788928,False,1.7146415710449223,ResCCNuProtonPiPlus,1e4p,1584.863283315034,1561.7673173728886,1615.9578472196329
123,1,1,0,184.78964559009745,64.36654341829855,283.3041160395568,356.11981169575773,360.3786792885265,318.0753836378157,True,0.6298048496246338,CCQE,1e1p,424.745222706825,601.3794996773725,540.9094572858552
124,3,1,0,107.22688414691774,223.78875073399487,157.66415490226973,30.342530676678038,29.199904514346613,417.7215058357012,False,0.8052577376365662,CCQE,1e3p,252.9886552483415,575.385660737971,137.56941482359576
125,0,1,0,0.0,0.0,0.0,110.01945993816256,110.01945993816256,105.08922845812717,True,1.3516954183578491,NuanceOffset,1e,110.01945993816256,105.08922845812717,110.01945993816256
126,1,1,0,123.10758404180548,154.4982695311487,161.59601153356186,849.4694463394634,845.9093402738397,735.4301255715505,False,0.9261375069618224,CCQE,1e1p,1000.4076098049884,897.0261371051124,972.5770303812689
127,2,1,0,299.20474732784305,299.1197798420895,302.6070952718708,351.5813959939812,353.53899397465614,318.07224523551866,True,0.6498149633407593,CCQE,1e2p,652.6587738167457,620.6793405073895,650.7861433218243
128,2,1,2,522.2892155415537,773.8509084417155,1843.2103539278914,124.61042491488958,124.61042491488958,861.5510239512687,False,3.0326497554779053,CCQE,2g1e2p,898.4613333566051,2704.76137787916,646.8996404564433
129,4,1,1,698.7116446475334,260.9960215607456,392.82300129710677,1445.8412587824832,1312.6945823732667,1323.84340399389,False,1.9483509063720703,CCDIS,1g1e4p,1573.6906039340124,1716.6664052909969,2144.5529034300166
